satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary_usd
0.75,0.85,5,240,6,1,1,0,marketing,43870
0.37,0.56,2,156,3,0,1,0,sales,34218
0.11,0.85,6,305,4,0,1,0,accounting,44498
0.45,0.45,2,154,3,1,1,0,support,33038
0.87,1,5,261,5,1,1,0,technical,47565
0.11,0.94,7,244,4,0,1,0,management,43057
0.45,0.54,2,129,3,0,1,0,marketing,34839
0.81,0.87,4,254,5,0,1,0,marketing,40975
0.77,0.91,5,236,5,0,1,0,marketing,45124
0.89,0.92,5,237,5,0,1,0,sales,47453
0.43,0.49,2,135,3,0,1,0,sales,26870
0.78,1,5,236,5,0,1,0,sales,41807
0.37,0.47,2,149,3,0,1,0,sales,35192
0.37,0.5,2,141,3,0,1,0,sales,32842
0.85,0.82,4,270,5,0,1,0,sales,45527
0.41,0.47,2,138,3,0,1,0,sales,31690
0.11,0.96,6,298,4,0,1,0,sales,46516
0.75,0.99,5,254,5,0,1,0,sales,44310
0.82,0.85,5,248,5,0,1,0,sales,47319
0.79,1,5,257,6,0,1,0,sales,46986
0.43,0.53,2,150,3,0,1,0,sales,34644
0.1,0.9,7,281,4,0,1,0,sales,45320
0.46,0.48,2,141,3,1,1,0,sales,32130
0.43,0.57,2,157,3,0,1,0,sales,33068
0.43,0.55,2,136,3,0,1,0,sales,34086
0.11,0.8,7,296,4,0,1,0,sales,46047
0.09,0.86,6,279,4,0,1,0,sales,46074
0.37,0.53,2,131,3,0,1,0,sales,38038
0.4,0.57,2,160,3,0,1,0,accounting,36477
0.1,0.77,7,291,4,0,1,0,accounting,46034
0.41,0.53,2,157,3,0,1,0,accounting,37153
0.79,0.58,3,294,4,0,1,0,hr,42379
0.11,0.79,7,310,4,0,1,0,hr,42704
0.1,0.97,6,282,4,0,1,0,hr,42979
0.44,0.51,2,134,3,0,1,0,hr,28323
0.25,0.46,4,214,4,0,1,0,technical,39421
0.44,0.52,2,137,3,0,1,0,technical,33196
0.73,1,4,252,5,0,1,0,technical,47891
0.75,0.97,5,243,6,0,1,0,technical,46467
0.36,0.47,2,148,3,0,1,0,technical,33152
0.37,0.49,2,151,3,0,1,0,technical,35923
0.39,0.49,2,129,3,0,1,0,technical,27222
0.48,0.78,2,198,2,0,1,0,technical,35289
0.57,0.72,4,275,6,0,1,0,technical,48277
0.9,0.96,5,243,5,0,1,0,technical,40453
0.39,0.55,2,159,3,0,1,0,technical,37109
0.44,0.51,2,145,3,0,1,0,support,34396
0.81,0.88,5,242,5,0,1,0,support,43061
0.74,0.87,5,242,5,0,1,0,support,45681
0.44,0.56,2,145,3,0,1,0,support,39226
0.41,0.56,2,154,3,0,1,1,support,34454
0.4,0.51,2,139,3,0,1,0,support,33870
0.46,0.57,2,152,3,0,1,0,support,32751
0.8,0.83,2,211,3,0,1,0,support,34725
0.87,0.9,5,258,5,0,1,0,support,46975
0.39,0.54,2,155,3,0,1,0,support,31909
0.38,0.55,2,148,3,0,1,0,support,33878
0.66,0.67,2,255,3,0,1,0,technical,37855
0.1,0.8,6,264,4,0,1,0,technical,45797
0.37,0.54,2,132,3,0,1,0,technical,33734
0.1,0.77,6,255,4,0,1,0,management,46743
0.09,0.87,5,263,4,0,1,0,IT,42374
0.86,0.84,5,222,5,0,1,0,IT,42425
0.11,0.9,6,263,4,0,1,0,IT,42103
0.37,0.46,2,157,3,0,1,0,IT,33039
0.11,0.92,7,307,4,0,1,0,IT,48593
0.77,0.98,5,259,6,0,1,0,product_mng,48342
0.84,0.94,5,222,6,0,1,0,product_mng,42294
0.1,0.84,7,250,4,0,1,0,product_mng,46974
0.83,0.9,5,245,5,0,1,0,product_mng,47639
0.11,0.79,6,292,4,0,1,0,IT,47033
0.86,0.92,5,252,5,0,1,0,RandD,49291
0.38,0.56,2,161,3,0,1,0,RandD,32415
0.11,0.88,5,250,4,0,1,0,RandD,39888
0.45,0.49,2,134,3,0,1,0,RandD,28553
0.1,0.85,7,279,4,0,1,0,RandD,49990
0.09,0.95,7,256,4,0,1,0,marketing,46735
0.39,0.53,2,127,3,0,1,0,sales,32511
0.37,0.47,2,138,3,1,1,0,accounting,33899
0.81,0.97,5,243,5,0,1,0,support,41336
0.09,0.9,7,296,4,0,1,0,technical,53214
0.1,0.88,7,267,4,0,1,0,management,45973
0.39,0.49,2,144,3,0,1,0,marketing,33773
0.83,0.95,4,251,5,0,1,0,marketing,45464
0.45,0.57,2,148,3,0,1,0,marketing,34902
0.43,0.51,2,141,3,0,1,0,sales,33909
0.8,0.75,3,268,2,0,1,0,sales,37123
0.1,0.86,6,247,4,0,1,0,sales,44928
0.1,0.55,2,247,4,0,1,0,sales,44855
0.36,0.52,2,146,3,0,1,0,sales,36963
0.38,0.5,2,140,3,0,1,0,sales,37282
0.78,0.98,5,263,6,0,1,0,sales,45371
0.44,0.49,2,145,3,0,1,0,sales,31075
0.41,0.46,2,156,3,1,1,0,sales,33785
0.72,0.85,5,244,6,0,1,0,sales,45839
0.46,0.54,2,144,3,0,1,0,sales,36235
0.1,0.9,7,286,4,0,1,0,sales,42368
0.34,0.67,4,141,2,0,1,0,sales,37473
0.11,0.89,6,260,5,0,1,0,sales,45504
0.38,0.56,2,154,3,0,1,0,sales,32932
0.84,0.89,4,187,2,1,0,0,IT,33419
0.82,0.92,5,225,5,0,1,0,sales,39112
0.39,0.57,2,127,3,0,1,0,sales,34707
0.44,0.53,2,140,3,0,1,0,sales,33483
0.43,0.52,2,147,3,0,1,0,sales,30425
0.84,0.83,4,227,5,0,1,0,accounting,39212
0.43,0.48,2,153,3,0,1,0,accounting,33110
0.37,0.52,2,128,3,0,1,0,accounting,36872
0.74,0.97,4,228,5,0,1,0,hr,41851
0.73,0.97,5,235,5,0,1,0,hr,39992
0.37,0.47,2,148,3,0,1,0,hr,33085
0.58,0.62,4,238,3,0,1,0,hr,39318
0.4,0.54,2,141,3,0,1,0,technical,26607
0.51,0.83,5,249,4,0,1,0,technical,42814
0.46,0.5,2,151,3,0,1,0,technical,33272
0.45,0.54,2,129,3,0,1,0,technical,34490
0.46,0.5,2,156,3,0,1,0,technical,38722
0.39,0.45,2,134,3,0,1,0,technical,35816
0.09,0.88,6,269,4,0,1,0,technical,44177
0.09,0.77,6,290,4,0,1,0,technical,43133
0.37,0.51,2,132,3,0,1,0,technical,39333
0.1,0.89,7,308,4,0,1,0,technical,47848
0.77,1,4,232,5,0,1,0,technical,42734
0.79,0.86,5,235,5,0,1,0,support,43689
0.43,0.55,2,130,3,0,1,0,support,33295
0.38,0.53,2,146,3,0,1,0,support,33239
0.77,0.91,5,221,6,0,1,0,support,43115
0.44,0.5,2,130,3,0,1,0,support,31432
0.39,0.46,2,136,3,0,1,0,support,33018
0.78,0.89,5,274,6,0,1,0,support,45841
0.1,0.79,6,256,5,0,1,0,support,43917
0.1,0.77,5,276,4,0,1,0,support,44566
0.75,0.85,5,267,5,0,1,0,support,44712
0.46,0.62,6,213,3,0,1,0,support,44309
0.91,0.97,4,274,6,0,1,0,technical,39672
0.1,0.92,6,258,4,0,1,0,technical,47028
0.72,0.6,3,153,5,0,1,0,technical,40965
0.11,0.95,6,245,4,0,1,0,management,38466
0.11,0.94,6,264,4,0,1,0,IT,43743
0.46,0.57,2,154,3,0,1,0,IT,33071
0.37,0.46,2,149,3,0,1,0,IT,30231
0.46,0.5,2,157,3,0,1,0,IT,32205
0.43,0.57,2,127,3,0,1,0,IT,29873
0.11,0.82,6,270,4,0,1,0,product_mng,49280
0.73,0.89,5,236,6,0,1,0,product_mng,47639
0.43,0.47,2,158,3,0,1,0,product_mng,37378
0.86,1,5,229,5,0,1,0,product_mng,45254
0.1,0.83,6,269,4,0,1,0,IT,42027
0.4,0.49,2,128,3,0,1,0,sales,31388
0.11,0.87,7,278,4,0,1,0,sales,47423
0.86,0.98,3,158,5,0,1,0,sales,35044
0.42,1,3,202,3,0,1,0,sales,39082
0.79,0.84,4,240,5,0,1,0,sales,42499
0.1,0.96,7,255,4,0,1,0,marketing,44112
0.09,0.92,7,254,4,0,1,0,sales,46777
0.09,0.82,6,257,4,0,1,0,accounting,45360
0.87,1,4,228,5,0,1,0,support,41597
0.36,0.49,2,145,3,0,1,0,technical,36448
0.42,0.75,3,218,4,0,1,0,management,36897
0.84,0.86,5,268,5,0,1,0,marketing,46939
0.1,0.83,6,278,4,0,1,0,marketing,46782
0.78,0.71,3,249,5,0,1,0,marketing,41876
0.35,0.99,3,236,4,0,1,0,sales,41315
0.1,0.81,7,291,4,0,1,0,sales,43722
0.11,0.8,6,306,4,0,1,0,sales,49010
0.43,0.48,2,135,3,0,1,0,sales,32587
0.38,0.45,2,156,3,0,1,0,sales,32793
0.46,0.54,2,143,3,0,1,0,sales,36072
0.89,0.82,4,243,5,0,1,0,sales,41489
0.45,0.5,2,147,3,0,1,0,sales,30128
0.44,0.53,2,159,3,0,1,0,sales,30358
0.74,0.54,5,216,3,0,1,0,sales,41315
0.45,0.54,2,152,3,0,1,0,sales,30698
0.79,0.93,4,226,5,0,1,0,sales,46786
0.79,0.91,5,271,5,0,1,0,sales,40345
0.11,0.87,6,255,4,0,1,0,sales,48391
0.42,0.48,2,140,3,0,1,0,sales,33827
0.64,0.9,6,252,2,0,1,0,sales,40758
0.4,0.55,2,159,3,0,1,0,sales,32887
0.84,0.98,5,270,5,0,1,0,sales,46497
0.73,0.92,5,232,5,0,1,0,sales,43505
0.4,0.51,2,144,3,0,1,0,accounting,36258
0.36,0.45,2,127,3,0,1,0,accounting,32935
0.43,0.47,2,131,3,0,1,0,accounting,33225
0.11,0.78,6,243,4,0,1,0,hr,42640
0.91,1,5,244,6,0,1,0,hr,45557
0.8,1,5,260,5,0,1,0,hr,45769
0.42,0.49,2,139,3,0,1,0,hr,28974
0.31,0.87,4,184,3,0,1,0,technical,33929
0.44,0.47,2,130,3,0,1,0,technical,34658
0.38,0.54,2,135,3,0,1,0,technical,33477
0.45,0.56,2,146,3,0,1,0,technical,33140
0.43,0.46,2,149,3,0,1,0,technical,33796
0.45,0.46,2,153,3,1,1,0,technical,34818
0.43,0.57,2,160,3,0,1,0,technical,32950
0.43,0.49,2,160,3,0,1,0,technical,32354
0.09,0.83,6,282,4,0,1,0,technical,45989
0.43,0.47,2,128,3,0,1,0,technical,30254
0.79,0.94,4,232,5,0,1,0,technical,43720
0.85,0.58,3,226,2,0,1,0,support,32743
0.38,0.45,2,129,3,0,1,0,support,35322
0.11,0.92,7,255,4,0,1,0,support,46231
0.83,0.99,5,258,5,0,1,0,support,45540
0.81,0.91,4,229,5,0,1,0,support,45006
0.42,0.56,2,143,3,0,1,0,support,37613
0.11,0.87,6,257,4,0,1,0,support,46785
0.11,0.85,7,275,4,0,1,0,support,41447
0.1,0.89,7,291,4,0,1,0,support,43651
0.5,0.54,5,153,4,0,1,0,support,36587
0.44,0.49,2,154,3,0,1,0,support,34065
0.11,0.9,6,301,4,0,1,0,technical,47744
0.39,0.52,2,134,3,0,1,0,technical,31185
0.11,0.78,6,245,4,0,1,0,technical,44116
0.36,0.5,2,132,3,0,1,0,management,31011
0.43,0.51,2,130,3,0,1,0,IT,31271
0.4,0.5,2,127,3,0,1,0,IT,29133
0.86,0.84,4,246,6,0,1,0,IT,42591
0.38,0.49,2,145,3,0,1,0,IT,30170
0.46,0.45,2,138,3,0,1,1,IT,30760
0.37,0.57,2,129,3,0,1,0,product_mng,35384
0.43,0.52,2,150,3,0,1,0,product_mng,31426
0.66,0.93,5,253,5,0,1,0,product_mng,51230
0.37,0.48,2,160,3,0,1,0,product_mng,35533
0.77,0.92,5,235,5,0,1,0,IT,44212
0.38,0.55,2,151,3,0,1,0,sales,31704
0.39,0.54,2,127,3,0,1,0,sales,34400
0.41,0.55,2,151,3,0,1,0,sales,32410
0.1,0.9,7,290,4,0,1,0,sales,47105
0.09,0.93,6,249,4,0,1,0,sales,50250
0.41,0.47,2,131,3,0,1,0,marketing,32609
0.39,0.46,2,159,3,0,1,0,sales,37123
0.83,0.99,4,223,5,0,1,0,accounting,40492
0.09,0.87,3,214,2,0,1,0,support,36312
0.75,0.81,5,227,5,0,1,0,technical,47777
0.44,0.54,2,127,3,0,1,0,management,31082
0.1,0.84,6,293,5,0,1,0,marketing,52081
0.42,0.46,2,141,3,0,1,0,marketing,35119
0.1,0.83,6,300,4,0,1,0,marketing,44993
0.1,0.86,6,309,4,0,1,0,sales,48431
0.31,0.77,4,149,3,0,1,0,sales,37981
0.42,0.54,2,159,3,0,1,0,sales,35804
0.38,0.5,2,152,3,0,1,0,sales,29974
0.39,0.57,2,158,3,0,1,0,sales,32382
0.1,0.97,6,254,5,0,1,0,sales,44981
0.11,0.93,6,294,4,0,1,0,sales,45913
0.1,0.92,7,269,4,0,1,0,sales,47301
0.11,0.9,7,247,4,0,1,0,sales,45094
0.44,0.65,3,271,4,0,1,0,sales,38911
0.91,0.96,4,232,5,0,1,0,sales,43650
0.72,1,4,245,5,0,1,0,sales,44876
0.36,0.46,2,132,3,0,1,0,sales,34299
0.44,0.57,2,131,3,0,1,0,sales,35551
0.85,0.99,5,248,5,0,1,0,sales,46484
0.78,0.93,5,225,5,0,1,0,sales,44397
0.39,0.46,2,156,3,0,1,0,sales,33924
0.78,0.81,3,222,2,0,1,0,sales,32647
0.1,0.92,6,243,4,1,1,0,sales,44624
0.23,0.99,4,204,4,1,1,0,accounting,40319
0.11,0.87,6,301,4,0,1,0,accounting,47128
0.9,0.83,5,259,5,0,1,0,accounting,41758
0.91,0.89,4,247,5,0,1,0,hr,40747
0.11,0.79,7,295,4,0,1,0,hr,49682
0.43,0.54,2,150,3,0,1,0,hr,33701
0.45,0.49,2,151,3,0,1,0,hr,35553
0.11,0.91,5,291,4,0,1,0,technical,45120
0.11,0.93,6,253,4,1,1,0,technical,44124
0.43,0.5,2,161,3,0,1,0,technical,36695
0.91,0.97,4,251,6,0,1,0,technical,43859
0.43,0.55,2,153,3,0,1,0,technical,34190
0.85,0.82,5,264,6,0,1,0,technical,45544
0.1,0.77,6,310,4,0,1,0,technical,45813
0.81,0.95,5,266,5,0,1,0,technical,44527
0.36,0.62,4,237,2,0,1,0,technical,39005
0.45,0.54,2,138,3,0,1,0,technical,32003
0.86,1,5,227,5,0,1,0,technical,46489
0.71,1,4,300,5,0,1,0,support,43863
0.11,0.97,7,310,4,0,1,0,support,47332
0.84,0.93,5,236,5,0,1,0,support,42700
0.09,0.97,7,288,4,0,1,0,support,50317
0.38,0.49,2,127,3,0,1,0,support,33141
0.15,0.55,6,139,4,0,1,0,support,40929
0.1,0.92,7,253,4,1,1,0,support,41236
0.8,0.97,4,218,5,1,1,0,support,42667
0.84,0.97,5,251,5,0,1,0,support,46774
0.11,0.87,6,264,4,0,1,0,support,44805
0.89,0.79,3,149,2,0,1,0,support,35813
0.45,0.51,2,138,3,0,1,0,technical,31906
0.11,0.93,7,284,4,0,1,0,technical,50023
0.74,0.93,5,244,5,0,1,0,technical,49947
0.41,0.5,2,128,3,0,1,0,management,31792
0.44,0.53,2,154,3,0,1,0,IT,32886
0.37,0.56,2,138,3,0,1,0,IT,36833
0.11,0.86,6,308,4,0,1,0,IT,50748
0.1,0.93,6,269,4,0,1,0,IT,43542
0.7,0.74,6,136,3,0,1,0,IT,35649
0.59,1,2,160,5,0,1,0,product_mng,36595
0.38,0.53,2,138,3,0,1,0,product_mng,29838
0.72,0.95,4,220,5,0,1,0,product_mng,39803
0.73,1,5,274,5,0,1,0,product_mng,43189
0.39,0.48,2,161,3,0,1,0,IT,32430
0.89,0.82,5,224,6,0,1,0,RandD,44613
0.89,1,4,260,5,0,1,0,RandD,44685
0.11,0.78,6,300,4,1,1,0,RandD,50276
0.43,0.56,2,133,3,0,1,0,RandD,30454
0.09,0.93,6,308,4,0,1,0,RandD,49260
0.81,0.9,5,238,6,0,1,0,marketing,44865
0.37,0.53,2,126,3,0,1,0,sales,32476
0.36,0.56,2,138,3,0,1,0,accounting,34887
0.11,0.85,6,299,4,0,1,0,support,43543
0.1,0.85,6,254,4,0,1,0,technical,45056
0.66,0.47,7,156,2,0,1,0,management,37516
0.39,0.47,2,152,3,0,1,0,marketing,35131
0.44,0.51,2,146,3,0,1,0,marketing,34322
0.1,0.84,6,253,4,0,1,0,marketing,50188
0.79,0.94,5,227,6,0,1,0,sales,43255
0.1,0.81,6,301,4,1,1,0,sales,45122
0.54,0.94,6,294,3,0,1,0,sales,43042
0.37,0.47,2,151,3,0,1,0,sales,32461
0.37,0.57,2,128,3,0,1,0,sales,31106
0.82,0.89,5,217,5,0,1,0,sales,45822
0.45,0.52,2,160,3,0,1,0,sales,37851
0.79,0.9,5,263,5,0,1,0,sales,43723
0.42,0.56,2,156,3,0,1,0,sales,32019
0.1,0.85,6,273,4,0,1,0,sales,46228
0.11,0.78,6,303,4,0,1,0,sales,45169
0.74,1,4,253,5,0,1,0,sales,45332
0.1,0.93,6,270,4,0,1,0,sales,45407
0.79,1,4,218,5,0,1,0,sales,38210
0.43,0.48,2,144,3,0,1,0,sales,37368
0.41,0.47,2,154,3,0,1,0,sales,38489
0.39,0.55,2,146,3,0,1,0,sales,32068
0.1,0.94,6,260,4,0,1,0,sales,43430
0.82,0.85,5,218,5,0,1,0,sales,43614
0.41,0.46,2,128,3,0,1,0,accounting,33536
0.42,0.56,2,128,3,0,1,0,accounting,34346
0.74,0.88,4,248,6,0,1,0,accounting,50025
0.38,0.57,2,152,3,1,1,0,hr,33457
0.39,0.56,2,126,3,0,1,0,hr,30604
0.87,0.94,4,260,5,0,1,0,hr,40651
0.1,0.9,5,263,4,0,1,0,hr,41822
0.78,1,5,220,5,0,1,0,technical,42917
0.14,0.73,7,282,5,0,1,0,technical,52386
0.11,0.94,6,277,5,0,1,0,technical,45455
0.91,0.94,5,257,5,0,1,0,technical,45409
0.49,0.63,6,265,3,0,1,0,technical,43108
0.38,0.47,2,143,3,0,1,0,technical,36420
0.82,0.97,5,263,5,0,1,0,technical,51467
0.38,0.88,3,154,4,0,1,0,technical,35072
0.89,1,5,253,5,0,1,0,technical,43426
0.11,0.79,6,294,4,0,1,0,technical,48710
0.37,0.51,2,128,3,0,1,0,technical,34404
0.38,0.5,2,153,3,0,1,0,support,38566
0.78,0.87,5,256,5,0,1,0,support,46259
0.41,0.51,2,127,3,0,1,0,support,31751
0.41,0.51,2,137,3,0,1,0,support,34626
0.11,0.83,6,295,4,0,1,0,support,48921
0.11,0.79,6,281,4,0,1,0,support,47501
0.43,0.57,2,131,3,1,1,0,support,34118
0.75,0.86,5,237,5,0,1,0,support,46516
0.74,0.99,4,276,5,0,1,0,support,47823
0.85,0.85,5,267,5,0,1,0,support,48805
0.73,0.92,5,266,5,0,1,0,support,46921
0.1,0.79,6,294,4,0,1,0,technical,45682
0.44,0.56,2,134,3,0,1,0,technical,33366
0.3,0.56,3,309,4,1,1,0,technical,47166
0.11,0.77,7,273,4,0,1,0,management,43907
0.84,0.83,5,238,5,0,1,0,IT,44821
0.78,0.94,5,271,6,0,1,0,IT,46066
0.43,0.53,2,145,3,0,1,0,IT,33621
0.36,0.55,2,152,3,0,1,0,IT,37096
0.43,0.47,2,128,3,0,1,0,IT,33177
0.45,0.46,2,142,3,0,1,0,product_mng,33516
0.76,0.93,5,238,5,0,1,0,product_mng,40500
0.1,0.78,7,286,4,0,1,0,product_mng,48465
0.09,0.86,6,291,4,0,1,0,product_mng,47563
0.92,1,5,259,5,0,1,0,IT,50358
0.92,0.9,5,248,5,0,1,0,sales,43630
0.79,0.98,4,271,5,0,1,0,sales,45197
0.43,0.51,2,140,3,0,1,0,sales,33923
0.8,0.95,4,274,5,0,1,0,sales,48743
0.44,0.49,2,127,3,1,1,0,sales,32411
0.89,0.87,5,275,6,0,1,0,marketing,47947
0.48,0.88,3,239,3,0,1,0,sales,40669
0.11,0.82,6,304,4,1,1,0,accounting,47066
0.38,0.55,2,145,3,0,1,0,support,32433
0.11,0.85,6,259,4,0,1,0,technical,44835
0.82,0.86,4,264,5,0,1,0,management,46984
0.37,0.45,2,160,3,0,1,0,marketing,31733
0.4,0.48,2,138,3,0,1,0,marketing,33532
0.43,0.47,2,137,3,0,1,0,marketing,31399
0.44,0.5,2,156,3,0,1,0,sales,37087
0.42,0.56,2,147,3,0,1,0,sales,29842
0.11,0.8,7,243,4,0,1,0,sales,43052
0.78,0.87,4,236,5,0,1,0,sales,43843
0.46,0.86,2,212,4,0,1,0,sales,42313
0.77,0.91,5,261,6,0,1,0,sales,46385
0.83,0.82,4,243,5,0,1,0,sales,41862
0.32,0.58,5,271,5,0,1,0,sales,50252
0.9,0.92,5,154,4,0,1,0,sales,34579
0.42,0.52,2,151,3,0,1,0,sales,28352
0.1,0.96,6,254,4,1,1,0,sales,45200
0.1,0.91,6,285,4,0,1,0,sales,44394
0.44,0.49,2,130,3,0,1,0,sales,30246
0.1,0.95,7,301,4,0,1,0,sales,49120
0.11,0.8,6,286,4,0,1,0,sales,46309
0.1,0.89,6,246,4,0,1,0,sales,42289
0.39,0.47,2,135,3,0,1,0,sales,29849
0.92,0.92,4,245,5,0,1,0,sales,45531
0.43,0.56,2,136,3,0,1,0,sales,34725
0.11,0.89,6,301,4,0,1,0,accounting,46202
0.81,1,5,235,5,0,1,0,accounting,48366
0.11,0.85,7,272,4,0,1,0,accounting,43224
0.87,1,5,274,5,0,1,0,hr,41886
0.37,0.46,2,131,3,0,1,0,hr,31120
0.39,0.56,2,135,3,0,1,0,hr,32936
0.61,0.86,4,196,4,0,1,0,hr,40008
0.11,0.95,6,285,4,0,1,0,technical,45046
0.09,0.9,7,289,5,0,1,0,technical,49130
0.36,0.52,2,157,3,0,1,0,technical,31021
0.09,0.94,6,308,4,0,1,0,technical,50409
0.41,0.71,4,301,5,0,1,0,technical,45944
0.4,0.46,2,131,3,0,1,0,technical,35643
0.1,0.91,6,262,5,1,1,0,technical,46856
0.46,0.53,2,143,3,1,1,0,technical,34591
0.39,0.57,2,133,3,0,1,0,technical,34374
0.41,0.5,2,153,3,0,1,0,technical,35069
0.1,0.94,7,281,4,0,1,0,technical,47956
0.39,0.51,2,132,3,0,1,0,support,36222
0.73,0.83,5,270,5,1,1,0,support,45991
0.41,0.45,2,150,3,0,1,0,support,35572
0.37,0.51,2,140,3,0,1,0,support,33075
0.38,0.5,2,150,3,1,1,0,support,37400
0.8,0.63,5,180,5,0,1,0,support,39309
0.09,0.85,5,281,4,0,1,0,support,49052
0.85,0.92,4,275,5,0,1,0,support,44749
0.42,0.54,2,130,3,0,1,0,support,29223
0.41,0.48,2,130,3,0,1,0,support,33120
0.38,0.46,2,147,3,0,1,0,support,31947
0.72,1,5,264,5,0,1,0,technical,47301
0.11,0.74,6,290,5,0,1,0,technical,45768
0.37,0.47,2,150,3,0,1,0,technical,32684
0.1,0.81,6,304,4,0,1,0,management,41876
0.36,0.54,2,136,3,0,1,0,IT,31969
0.92,0.94,5,307,5,0,1,0,IT,41290
0.11,0.87,5,303,4,0,1,0,IT,41690
0.39,0.56,2,156,3,0,1,0,IT,36001
0.11,0.95,6,271,4,0,1,0,IT,46914
0.45,0.45,2,140,3,0,1,0,product_mng,34363
0.44,0.55,2,130,3,1,1,0,product_mng,30382
0.85,0.97,4,266,6,0,1,0,product_mng,45780
0.43,0.52,2,139,3,0,1,0,product_mng,33240
0.75,0.86,5,260,5,0,1,0,IT,42104
0.11,0.55,2,137,3,1,1,0,RandD,36908
0.36,0.5,2,158,3,0,1,0,RandD,36393
0.1,0.79,6,249,4,0,1,0,RandD,43297
0.74,0.89,5,259,5,0,1,0,RandD,45017
0.4,0.46,2,144,3,0,1,0,RandD,34020
0.09,0.77,6,244,4,0,1,0,marketing,38495
0.76,0.91,4,219,5,0,1,0,sales,41432
0.45,0.57,2,151,3,0,1,0,accounting,32145
0.84,0.88,4,269,5,0,1,0,support,42045
0.38,0.45,2,127,3,0,1,0,technical,31947
0.38,0.46,2,144,3,0,1,0,management,37994
0.38,0.54,2,157,3,0,1,0,marketing,35752
0.86,0.94,5,224,5,0,1,0,marketing,41772
0.37,0.46,2,155,3,0,1,0,marketing,35481
0.37,0.5,2,131,3,0,1,0,sales,36348
0.87,1,4,258,5,1,1,1,sales,46311
0.11,0.85,6,267,4,0,1,0,sales,44899
0.42,0.5,2,141,3,0,1,0,sales,31732
0.43,0.48,2,160,3,0,1,0,sales,36045
0.09,0.8,6,247,4,0,1,0,sales,44733
0.54,0.56,4,260,3,0,1,0,sales,43337
0.4,0.47,2,151,3,0,1,0,sales,35437
0.36,0.52,2,137,3,1,1,0,sales,35773
0.87,0.9,4,256,5,0,1,0,sales,42561
0.75,0.88,4,239,5,0,1,0,sales,46343
0.43,0.53,2,152,3,0,1,0,sales,34393
0.43,0.47,2,149,3,0,1,0,sales,38938
0.1,0.87,6,284,4,0,1,0,sales,43877
0.11,0.78,7,248,4,0,1,0,sales,49039
0.44,0.53,2,156,3,0,1,0,sales,34594
0.39,0.48,2,138,3,0,1,0,sales,31571
0.4,0.55,2,155,3,0,1,0,sales,32840
0.92,0.87,4,229,6,0,1,0,sales,43249
0.36,0.47,2,136,3,0,1,0,accounting,34160
0.86,0.95,4,241,5,0,1,0,accounting,44457
0.74,0.87,5,258,5,0,1,0,accounting,43465
0.8,0.95,3,146,5,0,1,0,hr,37439
0.36,0.48,2,145,3,0,1,0,hr,38905
0.42,0.57,2,159,3,0,1,0,hr,38568
0.42,0.47,2,129,3,0,1,0,hr,33840
0.4,0.45,2,142,3,0,1,0,technical,33495
0.46,0.53,2,129,3,0,1,0,technical,33050
0.09,0.9,6,287,4,0,1,0,technical,47283
0.88,0.89,4,275,5,0,1,0,technical,42293
0.1,0.82,6,272,4,0,1,0,technical,44356
0.1,0.97,6,307,4,0,1,0,technical,42578
0.11,0.93,4,295,3,0,1,0,technical,43848
0.84,0.88,5,237,5,0,1,0,technical,45467
0.42,0.56,2,158,3,0,1,0,technical,32992
0.1,0.86,6,266,4,1,1,0,technical,48634
0.1,0.95,6,256,4,0,1,0,technical,41135
0.46,0.54,2,158,3,0,1,0,support,30539
0.09,0.97,7,268,4,0,1,0,support,46261
0.89,1,4,237,5,0,1,0,support,45567
0.82,1,4,273,6,0,1,0,support,50459
0.11,0.89,6,309,4,0,1,0,support,45702
0.81,0.84,5,258,5,0,1,0,support,47596
0.81,0.94,5,233,6,0,1,0,support,45053
0.77,1,4,249,6,0,1,0,support,44618
0.63,0.94,3,179,2,0,1,0,support,36859
0.4,0.57,2,128,3,0,1,0,support,34330
0.86,1,4,250,6,0,1,0,support,41159
0.37,0.49,2,151,3,0,1,0,technical,37541
0.44,0.5,2,132,3,0,1,0,technical,36350
0.74,0.89,5,232,6,0,1,0,technical,43536
0.79,1,4,229,5,1,1,0,management,43539
0.09,0.92,6,261,4,0,1,0,IT,45685
0.37,0.48,2,129,3,0,1,0,IT,33401
0.09,0.78,6,244,4,0,1,0,IT,42224
0.09,0.84,6,258,4,0,1,0,IT,42620
0.1,0.8,7,292,5,0,1,0,IT,48336
0.45,0.56,2,143,3,0,1,0,product_mng,36381
0.4,0.51,2,136,3,0,1,0,product_mng,34459
0.31,0.95,6,235,5,0,1,0,product_mng,43723
0.7,0.93,2,310,3,0,1,0,product_mng,43729
0.36,0.48,2,152,3,0,1,0,IT,26778
0.34,0.97,6,157,5,1,1,0,RandD,43621
0.87,0.83,5,267,5,0,1,0,RandD,41000
0.11,0.91,6,302,4,0,1,0,RandD,45593
0.47,0.81,4,133,3,0,1,0,RandD,31950
0.43,0.52,2,142,3,0,1,0,RandD,30163
0.43,0.47,2,129,3,0,1,0,marketing,35652
0.45,0.57,2,136,3,0,1,0,sales,31930
0.74,1,5,223,5,0,1,0,accounting,44016
0.1,0.89,6,244,4,1,1,0,support,43482
